ae,mae,mse,rmse,algorithm
0.08416487097960276,0.06927134685185182,0.012376766453865583,0.11125091664281056,baseline
0.0776497544347826,0.055743924222222185,0.012357521632854638,0.11116439012945935,baseline
0.08561282999302197,0.07254259396296292,0.012479341318783034,0.11171097223989698,baseline
0.08117501579710144,0.06483189940740741,0.012203371485706424,0.11046887111628517,baseline
0.07915676025925926,0.05762793255555554,0.012208098294066126,0.11049026334508451,baseline
0.0777358021953838,0.05620063925925928,0.01234554523693424,0.11111050912012888,baseline
0.07602794868491683,0.04202097637037033,0.013029621963303917,0.11414736949796048,baseline
0.09345974630864197,0.08778594218518515,0.013239543813902696,0.11506321659810617,baseline
0.0796881009554482,0.05743243814814819,0.01218592598629754,0.11038988172064294,baseline
0.08015926451905528,0.05993322937037032,0.012179571479623535,0.11036109586092165,baseline
0.07582917378529255,0.043679816592592624,0.012840854165769357,0.11331749276157392,baseline
0.09049427555823943,0.08224036003703711,0.012909199791227014,0.11361865952046352,baseline
0.08767668957058504,0.07668569051851848,0.012639972673812337,0.11242763305261005,baseline
0.07958069491358025,0.05686235992592592,0.01218912518998259,0.11040437124490403,baseline
0.08692348089103594,0.07520079340740737,0.012578454805166357,0.11215371061702041,baseline
0.07642549169350511,0.044286406037036985,0.013379620234863748,0.115670308354667,baseline
0.07786967184111647,0.05691117814814811,0.012327742221071789,0.11103036621155399,baseline
0.0851284097326892,0.07146436822222224,0.012443167359644184,0.1115489460265949,baseline
0.07666729582769727,0.05044204099999994,0.012527083838762526,0.11192445594579643,baseline
0.07874322069243156,0.05549291333333334,0.012236362801785142,0.11061809436880181,baseline
0.0758827120445518,0.045486332851851774,0.012736408473868975,0.11285569756936942,baseline
0.08051318363929147,0.06178747148148156,0.012182935139454776,0.11037633414575235,baseline
0.0807818357246377,0.06302327107407418,0.012188995595276118,0.11040378433403503,baseline
0.07999138581964571,0.05904218088888885,0.012180401273628584,0.11036485524671603,baseline
0.07675606849275361,0.04762237244444445,0.013637994804348961,0.11678182565942768,baseline
0.07674870757165862,0.05095271466666662,0.012508304981678608,0.11184053371510085,baseline
0.08524495058024692,0.07172376559259264,0.012451657615725583,0.11158699572855962,baseline
0.07599514190284488,0.0424737099629629,0.013003427462807141,0.1140325719380526,baseline
0.08430647718572194,0.06960827196296299,0.012386342599848658,0.11129394682483257,baseline
0.08038373856146,0.0611246685185185,0.012180943102376062,0.11036730993539737,baseline
0.08389238933011271,0.06862302844444446,0.012358978583231673,0.11117094307071283,baseline
0.07594838666505636,0.04593251988888891,0.01271554984665449,0.11276324687882346,baseline
0.076839380503489,0.05144270874074075,0.012490776890617693,0.11176214426458403,baseline
0.09142424582555023,0.08399000885185198,0.013006782831339547,0.1140472833141568,baseline
0.08110487061996781,0.0645092315925927,0.01220032728749781,0.11045509172282557,baseline
0.08426863738486311,0.06951823933333329,0.01238376144790992,0.11128235011856066,baseline
0.1023595925362319,0.09219498944444438,0.014584192102827112,0.12076502847607462,baseline
0.07739472998765431,0.05439033292592582,0.012395467146366647,0.11133493228257987,baseline
0.08026372252657005,0.06048766033333336,0.012179856581172117,0.1103623875293214,baseline
0.08088392238325282,0.06349286970370371,0.012192099395578868,0.11041784002405983,baseline
0.08457268100268382,0.07022742362962958,0.012404532196181319,0.11137563555904549,baseline
0.07584097926462696,0.044182888148148136,0.01279962326023364,0.11313542000732414,baseline
0.08067164653784219,0.0625164008148148,0.012186140392115907,0.1103908528462205,baseline
0.08248864073698337,0.06497388670370374,0.012274539356141716,0.11079052015466719,baseline
0.08917462321524422,0.07963875970370371,0.0127754211303134,0.11302840851004406,baseline
0.07694472049275364,0.04880854622222225,0.013730000139075618,0.11717508326890841,baseline
0.08744168108427262,0.076222388074074,0.012620305188870815,0.11234013169331258,baseline
0.0906438597793881,0.08253469433333338,0.012925187328228276,0.11368899387464151,baseline
0.08551511617928076,0.072325101925926,0.012471857361987703,0.1116774702524538,baseline
0.07746650848631238,0.054771311111111,0.012384416559265837,0.11128529354441151,baseline
0.07098911926348742,0.05148837576562548,0.009903429855487018,0.0995159778904223,bo_3_GP_LCB
0.08023905717744123,0.07320436426182378,0.010864746635954072,0.10423409536209384,bo_3_GP_LCB
0.05711759439502317,0.04180239148101611,0.006394355685640802,0.07996471525392185,bo_3_GP_LCB
0.07598433242659919,0.06417355905681593,0.011320713269276006,0.10639884054479168,bo_3_GP_LCB
0.061048653313306625,0.050608728776126155,0.00696740924524759,0.08347100841158918,bo_3_GP_LCB
0.07724271039411865,0.052537871202412045,0.012014121474913002,0.10960894796919184,bo_3_GP_LCB
0.07770446042621644,0.05087415296199327,0.01208632662881808,0.10993783074455345,bo_3_GP_LCB
0.060718639430185906,0.04973233565008378,0.006412984384540107,0.08008111128437284,bo_3_GP_LCB
0.06904230048693674,0.054740823272178385,0.008476610057517464,0.09206850741441105,bo_3_GP_LCB
0.07051853310312137,0.05860159812558119,0.00926330092541563,0.09624604368708166,bo_3_GP_LCB
0.05923380557987358,0.03440672742117179,0.007521556641354289,0.08672690840422186,bo_3_GP_LCB
0.074081012366836,0.051963640507663444,0.0103761348803533,0.10186331469353085,bo_3_GP_LCB
0.0720939133917028,0.03831333705227041,0.010781071081956669,0.10383193671485026,bo_3_GP_LCB
0.07002156332870106,0.04820521969549807,0.009463312845326442,0.09727956026486984,bo_3_GP_LCB
0.08380226182054891,0.07296152303561348,0.011948376644209384,0.10930863023663495,bo_3_GP_LCB
0.06093936704239008,0.04052808199319524,0.007980332604885985,0.08933270736346226,bo_3_GP_LCB
0.07833098229593213,0.05373641527746226,0.012020522307568435,0.1096381425762423,bo_3_GP_LCB
0.08763281617259114,0.06741922474887979,0.012016669638970127,0.10962057123993711,bo_3_GP_LCB
0.09035309496990439,0.06746835815983307,0.01510204776507829,0.122890389229908,bo_3_GP_LCB
0.08048718372474548,0.06149624065039522,0.011819750288885184,0.10871867497760071,bo_3_GP_LCB
0.09037370167468714,0.0699292334445411,0.013387113845786657,0.11570269593136824,bo_3_GP_LCB
0.07751088223803199,0.062201637324455605,0.010893891876149212,0.10437380838193656,bo_3_GP_LCB
0.06521607440124956,0.04318494165318909,0.008606209205335164,0.09276965670592494,bo_3_GP_LCB
0.06046310913448173,0.032902067014011216,0.008740573012607878,0.09349103172287639,bo_3_GP_LCB
0.053404718266802785,0.03205890182350335,0.006231250964902428,0.07893827313098778,bo_3_GP_LCB
